plu;Q (m3s);ev (mm/h);Q(mm/h)
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.12;0.018
0;2;0.216;0.018
0;2;0.276;0.018
0;2;0.336;0.018
0;2;0.384;0.018
0;2;0.408;0.018
0;2;0.408;0.018
0;2;0.384;0.018
0;2;0.336;0.018
0;2;0.276;0.018
0;2;0.216;0.018
0;2;0.12;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.144;0.018
0;2;0.258;0.018
0;2;0.33;0.018
0;2;0.402;0.018
0;2;0.456;0.018
0;2;0.486;0.018
0;2;0.486;0.018
0;2;0.456;0.018
0;2;0.402;0.018
0;2;0.33;0.018
0;2;0.258;0.018
0;2;0.144;0.018
0;2;0;0.018
0;2;0;0.018
0.2;2;0;0.018
0.2;2;0;0.018
0.2;2;0;0.018
0.2;2;0;0.018
0.4;2.11;0;0.0192
0.4;2.27;0;0.0204
0.4;2.41;0;0.0216
0;2.27;0;0.0204
0.2;2.18;0;0.0192
0;2.13;0;0.0192
0;2.1;0.066;0.0192
0;2.08;0.114;0.0192
0;2.06;0.144;0.018
0;2.05;0.174;0.018
0;2.04;0.198;0.018
0;2.03;0.21;0.018
0;2.03;0.21;0.018
0;2.02;0.198;0.018
0;2.02;0.174;0.018
0;2.02;0.144;0.018
0;2.02;0.114;0.018
0;2.01;0.066;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2;0;0.018
28.6;44.17;0;0.3972
5.8;14.87;0;0.1344
0.2;5.13;0.084;0.0456
9.8;15.57;0.15;0.1404
0.8;6.11;0.192;0.0552
0.2;3.53;0.234;0.0312
1;3.64;0.264;0.0324
0;2.8;0.282;0.0252
0;2.45;0.282;0.0216
0;2.28;0.264;0.0204
7;10.47;0.234;0.0948
0;4.45;0.192;0.0396
0.2;3.04;0.15;0.0276
1.4;3.72;0.084;0.0336
7.8;13.15;0;0.1188
0.2;5.8;0;0.0528
8.4;16.82;0;0.1512
1.8;10.66;0;0.096
0.4;7.85;0;0.0708
0;6.52;0;0.0588
0;5.91;0;0.0528
0;5.53;0;0.0492
0;5.26;0;0.0468
0;5.04;0;0.0456
0;4.86;0;0.0432
1.4;6.16;0;0.0552
7.8;17;0.024;0.1536
4.2;15.95;0.042;0.144
1.2;12.09;0.054;0.1092
0.4;10.18;0.072;0.0912
0;8.94;0.078;0.0804
0;8.26;0.084;0.0744
0.4;8.28;0.084;0.0744
0.2;7.84;0.078;0.0708
0.2;7.51;0.072;0.0672
0;7.23;0.054;0.0648
0;6.99;0.042;0.0624
0;6.78;0.024;0.0612
0;6.58;0;0.0588
0;6.4;0;0.0576
12.4;26.09;0;0.2352
0.2;11.73;0;0.1056
12.4;32.6;0;0.294
1.6;20.81;0;0.1872
0;16.15;0;0.1452
0;14.22;0;0.1284
3.2;18.29;0;0.1644
6.8;26.96;0;0.2424
57.2;151.79;0;1.3656
5.8;75.92;0;0.6828
0;57.5;0.024;0.5172
0;49.52;0.042;0.4452
3.2;51.13;0.054;0.4596
1.6;47.96;0.072;0.432
0.4;43.15;0.078;0.3888
9.8;60.69;0.084;0.546
3;52.97;0.084;0.4764
0.8;46.07;0.078;0.4152
8.4;58.53;0.072;0.5268
1.8;49.65;0.054;0.4464
0.6;43.83;0.042;0.3948
0;39.1;0.024;0.3516
0.4;36.31;0;0.3264
25.6;93.86;0;0.8448
47.6;183.68;0;1.6536
2.2;107.39;0;0.966
0;88.52;0;0.7968
0;77.22;0;0.6948
0;68.43;0;0.6156
0.4;62.09;0;0.5592
1.8;59.43;0;0.5352
12.4;82.81;0;0.7452
0.6;64.43;0;0.5796
0;55.89;0;0.5028
0;50.05;0.024;0.45
0;45.34;0.042;0.408
0;41.34;0.054;0.372
0;37.87;0.066;0.3408
0;34.83;0.072;0.3132
0;32.14;0.078;0.2892
0.2;29.75;0.078;0.2676
0;27.62;0.072;0.2484
0.4;26.25;0.066;0.2364
0;24.48;0.054;0.2208
0;22.9;0.042;0.2064
0;21.47;0.024;0.1932
0;20.19;0;0.1812
0;19.02;0;0.1716
0;17.95;0;0.162
0;16.98;0;0.1524
0;16.09;0;0.1452
0;15.27;0;0.138
0.4;14.92;0;0.1344
1;15.43;0;0.1392
0.2;14.43;0;0.1296
0;13.61;0;0.1224
0;12.92;0;0.1164
0;12.31;0;0.1104
0;11.75;0.078;0.1056
0.4;11.66;0.132;0.1044
0;11.12;0.168;0.0996
0;10.63;0.21;0.096
0;10.19;0.24;0.0912
0;9.79;0.252;0.0876
0;9.42;0.252;0.0852
0;9.08;0.24;0.0816
0;8.76;0.21;0.0792
0;8.46;0.168;0.0756
0;8.18;0.132;0.0732
0;7.92;0.078;0.0708
0;7.67;0;0.0696
0;7.44;0;0.0672
0;7.22;0;0.0648
0;7.01;0;0.0636
0;6.81;0;0.0612
0;6.63;0;0.06
0;6.45;0;0.0576
0;6.29;0;0.0564
0;6.13;0;0.0552
0;5.98;0;0.054
0;5.84;0;0.0528
0;5.71;0;0.0516
0;5.58;0.102;0.0504
0;5.46;0.18;0.0492
0;5.34;0.228;0.048
0;5.23;0.282;0.0468
0;5.12;0.318;0.0456
0;5.02;0.336;0.0456
0;4.92;0.336;0.0444
0;4.83;0.318;0.0432
0;4.74;0.282;0.0432
0;4.66;0.228;0.042
0;4.58;0.18;0.0408
0;4.5;0.102;0.0408
0;4.43;0;0.0396
0;4.36;0;0.0396
0;4.29;0;0.0384
0;4.22;0;0.0384
0;4.16;0;0.0372
0;4.1;0;0.0372
0;4.04;0;0.036
0;3.99;0;0.036
0;3.93;0;0.0348
0;3.88;0;0.0348
0;3.83;0;0.0348
0;3.78;0;0.0336
0;3.74;0.12;0.0336
0;3.69;0.21;0.0336
0;3.65;0.264;0.0324
0;3.61;0.324;0.0324
0;3.57;0.372;0.0324
0;3.53;0.396;0.0312
0;3.49;0.396;0.0312
0;3.45;0.372;0.0312
0;3.42;0.324;0.0312
0;3.39;0.264;0.03
0;3.35;0.21;0.03
0;3.32;0.12;0.03
0;3.29;0;0.03
0;3.26;0;0.0288
0;3.23;0;0.0288
0;3.21;0;0.0288
0;3.18;0;0.0288
0;3.15;0;0.0288
0;3.13;0;0.0276
0;3.1;0;0.0276
0;3.08;0;0.0276
0;3.06;0;0.0276
0;3.03;0;0.0276
0;3.01;0;0.0276
0;2.99;0.126;0.0264
0;2.97;0.222;0.0264
0;2.95;0.282;0.0264
0;2.93;0.342;0.0264
0;2.91;0.39;0.0264
0;2.9;0.414;0.0264
0;2.88;0.414;0.0264
1.6;4.14;0.39;0.0372
8.4;16.39;0.342;0.1476
0;8.37;0.282;0.0756
0.2;6.37;0.222;0.0576
1;6.89;0.126;0.0624
0;6.08;0;0.0552
0;5.67;0;0.0516
0;5.41;0;0.0492
0.6;5.81;0;0.0528
2;7.94;0;0.072
0.2;6.76;0;0.0612
0.8;7.14;0;0.0648
0;6.48;0;0.0588
0;6.1;0;0.0552
0;5.85;0;0.0528
0;5.66;0;0.0504
0;5.49;0;0.0492
0;5.35;0.048;0.048
0;5.22;0.084;0.0468
0.2;5.11;0.108;0.0456
0;5;0.132;0.0456
0;4.9;0.15;0.0444
0;4.8;0.162;0.0432
0;4.71;0.162;0.042
0;4.63;0.15;0.042
0;4.54;0.132;0.0408
0;4.47;0.108;0.0408
0;4.39;0.084;0.0396
0;4.32;0.048;0.0384
0;4.25;0;0.0384
0;4.19;0;0.0372
0;4.13;0;0.0372
0;4.07;0;0.0372
0;4.01;0;0.036
0;3.96;0;0.036
0;3.9;0;0.0348
0;3.85;0;0.0348
0;3.8;0;0.0348
0;3.76;0;0.0336
0;3.71;0;0.0336
0;3.67;0;0.0336
12.2;23.71;0.102;0.2136
2;14.98;0.18;0.1344
0;10.82;0.228;0.0972
0;9.43;0.282;0.0852
0;8.69;0.318;0.078
0;8.18;0.336;0.0732
0;7.77;0.336;0.0696
0;7.42;0.318;0.0672
0;7.11;0.282;0.0636
0;6.83;0.228;0.0612
0;6.57;0.18;0.0588
0;6.33;0.102;0.0564
6.2;15.49;0;0.1392
0;10.86;0;0.0972
0;9.42;0;0.0852
0;8.71;0;0.078
2.2;11.2;0;0.1008
1.2;11.42;0;0.1032
1.8;12.61;0;0.114
0.6;11.6;0;0.1044
8.8;26.31;0;0.2364
3;22.35;0;0.2016
7;30.36;0;0.2736
3.2;27.43;0;0.2472
10.8;43.96;0.096;0.396
4.2;38.08;0.174;0.3432
0.2;29.86;0.222;0.2688
0;26.44;0.276;0.2376
0;24.11;0.312;0.2172
0;22.24;0.33;0.2004
0;20.62;0.33;0.186
0;19.2;0.312;0.1728
0;17.93;0.276;0.1608
0;16.78;0.222;0.1512
0;15.74;0.174;0.1416
0;14.79;0.096;0.1332
0;13.92;0;0.1248
0;13.12;0;0.1176
5.2;20.89;0;0.1884
1.2;18.84;0;0.1692
0;16.31;0;0.1464
0;14.98;0;0.1344
0;14.04;0;0.126
0;13.28;0;0.12
0;12.62;0;0.114
0.6;12.72;0;0.114
6.8;23.89;0;0.2148
1;19.34;0;0.174
0.8;17.77;0.03;0.1596
0.2;15.88;0.054;0.1428
0.4;15.27;0.066;0.138
0.2;14.24;0.084;0.1284
0.6;14.19;0.09;0.1272
1;14.67;0.096;0.132
1;14.95;0.096;0.1344
0.4;14.19;0.09;0.1272
0;13.14;0.084;0.1188
0;12.37;0.066;0.1116
0;11.75;0.054;0.1056
1.8;13.58;0.03;0.1224
1.4;14.39;0;0.1296
18.2;50.95;0;0.4584
9.8;48.93;0;0.4404
1.4;36.04;0;0.324
0;30.44;0;0.2736
0;27.53;0;0.2472
0;25.39;0;0.228
0;23.61;0;0.2124
0;22.07;0;0.1992
0;20.7;0;0.186
0;19.47;0;0.1752
0;18.35;0;0.1656
0;17.34;0.06;0.156
0;16.41;0.102;0.1476
0;15.56;0.132;0.1404
0;14.79;0.162;0.1332
0;14.07;0.186;0.1272
0;13.41;0.198;0.1212
0;12.8;0.198;0.1152
0;12.23;0.186;0.1104
0;11.7;0.162;0.1056
0;11.22;0.132;0.1008
0;10.76;0.102;0.0972
0;10.34;0.06;0.0936
0;9.94;0;0.09
0.2;9.57;0;0.0864
0;9.23;0;0.0828
0;8.9;0;0.0804
0;8.6;0;0.078
0;8.31;0;0.0744
0;8.05;0;0.072
0;7.79;0;0.0696
0;7.55;0;0.0684
0;7.33;0;0.066
0;7.12;0;0.0636
0;6.92;0;0.0624
0;6.73;0.042;0.06
0;6.55;0.072;0.0588
0;6.38;0.096;0.0576
0;6.22;0.114;0.0564
0;6.06;0.132;0.054
0;5.92;0.138;0.0528
0;5.78;0.138;0.0516
0;5.65;0.132;0.0504
0;5.52;0.114;0.0492
0;5.4;0.096;0.0492
0;5.29;0.072;0.048
0;5.18;0.042;0.0468
0;5.08;0;0.0456
0;4.98;0;0.0444
0;4.88;0;0.0444
0;4.79;0;0.0432
0;4.71;0;0.042
0;4.62;0;0.042
0.2;4.54;0;0.0408
0.8;5.06;0;0.0456
0.4;5.26;0;0.0468
0.4;5.4;0;0.0492
1.2;6.45;0;0.0576
2.8;9.53;0;0.0852
2.6;11.15;0.054;0.1008
0.6;9.31;0.102;0.084
0.4;8.49;0.126;0.0768
0.2;7.67;0.156;0.0696
0;7.19;0.18;0.0648
1.6;8.79;0.192;0.0792
1.4;9.7;0.192;0.0876
0.4;8.94;0.18;0.0804
0.2;8.11;0.156;0.0732
0;7.62;0.126;0.0684
0;7.27;0.102;0.066
0;6.99;0.054;0.0624
0;6.75;0;0.0612
0;6.54;0;0.0588
0;6.35;0;0.0576
0;6.17;0;0.0552
0;6;0;0.054
0;5.85;0;0.0528
0;5.7;0;0.0516
0;5.56;0;0.0504
0;5.43;0;0.0492
0;5.31;0;0.048
0;5.19;0;0.0468
0;5.08;0;0.0456
0;4.97;0.06;0.0444
0.2;4.87;0.102;0.0444
0;4.77;0.132;0.0432
0;4.68;0.162;0.042
0;4.59;0.186;0.0408
0;4.51;0.198;0.0408
0;4.43;0.198;0.0396
0;4.35;0.186;0.0396
0.8;4.89;0.162;0.0444
0;4.71;0.132;0.042
0.6;5.12;0.102;0.0456
0;4.85;0.06;0.0432
0;4.67;0;0.042
0;4.54;0;0.0408
0;4.43;0;0.0396
0;4.33;0;0.0384
0;4.25;0;0.0384
0;4.18;0;0.0372
0;4.11;0;0.0372
0;4.04;0;0.036
0;3.98;0;0.036
0;3.93;0;0.0348
0;3.87;0;0.0348
0;3.82;0;0.0348
0;3.77;0.036;0.0336
0;3.72;0.066;0.0336
0;3.68;0.078;0.0336
0;3.64;0.096;0.0324
0;3.59;0.114;0.0324
0;3.55;0.12;0.0324
0.6;3.91;0.12;0.0348
0.6;4.33;0.114;0.0384
0;4.1;0.096;0.0372
0.2;3.94;0.078;0.036
0;3.83;0.066;0.0348
0;3.75;0.036;0.0336
0;3.68;0;0.0336
0;3.63;0;0.0324
0;3.57;0;0.0324
0;3.53;0;0.0312
0;3.48;0;0.0312
0;3.44;0;0.0312
0;3.41;0;0.0312
0;3.37;0;0.03
0;3.33;0;0.03
0;3.3;0;0.03
0.2;3.27;0;0.03
0;3.24;0;0.0288
0;3.21;0.048;0.0288
0;3.18;0.09;0.0288
0;3.16;0.114;0.0288
0;3.13;0.138;0.0276
0;3.11;0.156;0.0276
0.4;3.31;0.168;0.03
4;8.1;0.168;0.0732
14.8;32.18;0.156;0.2892
5.4;24.2;0.138;0.2184
2.8;20.58;0.114;0.1848
1.2;17.88;0.09;0.1608
0.2;15.28;0.048;0.138
2;17.05;0;0.1536
0.6;15.88;0;0.1428
0;14.39;0;0.1296
0;13.41;0;0.1212
0.2;12.66;0;0.114
0.4;12.49;0;0.1128
0.4;12.31;0;0.1104
0.4;12.12;0;0.1092
0.8;12.44;0;0.1116
1.2;13.19;0;0.1188
1.2;13.67;0;0.1236
0;12.24;0;0.1104
0;11.38;0.018;0.102
0;10.75;0.036;0.0972
0;10.22;0.042;0.0924
0;9.76;0.054;0.0876
0;9.35;0.06;0.084
0;8.98;0.066;0.0804
0;8.64;0.066;0.078
3.4;12.98;0.06;0.1164
2.6;15;0.054;0.1356
0.2;12.2;0.042;0.1104
0;11.03;0.036;0.0996
1.2;11.92;0.018;0.1068
0;10.86;0;0.0972
1.2;11.77;0;0.1056
0;10.73;0;0.096
0;10.07;0;0.0912
0;9.58;0;0.0864
0;9.17;0;0.0828
0;8.81;0;0.0792
0;8.49;0;0.0768
0;8.19;0;0.0732
0;7.92;0;0.0708
0;7.67;0;0.0696
0;7.43;0;0.0672
0;7.21;0.036;0.0648
0;7;0.066;0.0636
0;6.8;0.078;0.0612
0;6.62;0.096;0.06
0;6.44;0.114;0.0576
0;6.28;0.12;0.0564
0.6;6.61;0.12;0.06
0.4;6.77;0.114;0.0612
3.4;11.08;0.096;0.0996
0;8.79;0.078;0.0792
0;7.84;0.066;0.0708
0;7.29;0.036;0.066
0;6.9;0;0.0624
0;6.59;0;0.0588
0;6.33;0;0.0564
0;6.09;0;0.0552
0;5.87;0;0.0528
0;5.67;0;0.0516
0;5.49;0;0.0492
0;5.32;0;0.048
0;5.15;0;0.0468
0;5;0;0.0456
0;4.86;0;0.0432
0;4.72;0;0.042
0;4.59;0.078;0.0408
0;4.47;0.138;0.0408
0;4.35;0.174;0.0396
0;4.24;0.216;0.0384
0;4.13;0.246;0.0372
0;4.03;0.258;0.036
0;3.94;0.258;0.036
0;3.85;0.246;0.0348
0;3.76;0.216;0.0336
0;3.68;0.174;0.0336
0;3.6;0.138;0.0324
0;3.52;0.078;0.0312
0;3.45;0;0.0312
0;3.38;0;0.03
0;3.31;0;0.03
0;3.25;0;0.0288
0;3.19;0;0.0288
0;3.13;0;0.0276
0;3.07;0;0.0276
0;3.02;0;0.0276
0;2.97;0;0.0264
0;2.92;0;0.0264
0;2.87;0;0.0264
0;2.82;0;0.0252
0;2.78;0.126;0.0252
0;2.74;0.222;0.0252
0;2.7;0.282;0.024
0;2.66;0.342;0.024
0;2.62;0.39;0.024
0;2.59;0.414;0.0228
0;2.55;0.414;0.0228
0;2.52;0.39;0.0228
0;2.49;0.342;0.0228
0;2.46;0.282;0.0216
0;2.43;0.222;0.0216
0;2.4;0.126;0.0216
0;2.38;0;0.0216
0;2.35;0;0.0216
1.8;3.74;0;0.0336
0;3.25;0;0.0288
0;3.01;0;0.0276
0;2.87;0;0.0264
0;2.79;0;0.0252
0;2.74;0;0.0252
0;2.7;0;0.024
0;2.67;0;0.024
0;2.64;0;0.024
0;2.62;0;0.024
0;2.61;0.09;0.024
0;2.59;0.162;0.0228
0;2.58;0.21;0.0228
0;2.56;0.258;0.0228
0;2.55;0.288;0.0228
3.4;6.1;0.306;0.0552
4;9.98;0.306;0.09
1.2;7.93;0.288;0.0708
0.2;6.04;0.258;0.054
0;5.35;0.21;0.048
0;5;0.162;0.0456
0;4.79;0.09;0.0432
0;4.63;0;0.042
0;4.51;0;0.0408
0;4.41;0;0.0396
0;4.33;0;0.0384
0;4.25;0;0.0384
0;4.17;0;0.0372
0;4.11;0;0.0372
0;4.04;0;0.036
0;3.98;0;0.036
0;3.93;0;0.0348
0;3.87;0;0.0348
0;3.82;0;0.0348
0;3.77;0.066;0.0336
0;3.73;0.12;0.0336
0;3.68;0.15;0.0336
0;3.64;0.186;0.0324
0;3.6;0.21;0.0324
0;3.56;0.222;0.0324
0;3.52;0.222;0.0312
0;3.48;0.21;0.0312
0;3.44;0.186;0.0312
0;3.41;0.15;0.0312
0;3.37;0.12;0.03
0;3.34;0.066;0.03
0;3.31;0;0.03
0;3.28;0;0.03
0;3.25;0;0.0288
0;3.22;0;0.0288
0;3.2;0;0.0288
0;3.17;0;0.0288
0;3.14;0;0.0288
0;3.12;0;0.0276
0;3.09;0;0.0276
0;3.07;0;0.0276
0;3.05;0;0.0276
0;3.03;0;0.0276
0;3;0.084;0.0276
0;2.98;0.15;0.0264
0;2.96;0.192;0.0264
0;2.94;0.24;0.0264
0;2.92;0.27;0.0264
0;2.91;0.288;0.0264
0;2.89;0.288;0.0264
0;2.87;0.27;0.0264
0;2.85;0.24;0.0252
0;2.84;0.192;0.0252
0;2.82;0.15;0.0252
0;2.8;0.084;0.0252
0;2.79;0;0.0252
0;2.77;0;0.0252
0;2.76;0;0.0252
0;2.75;0;0.0252
0;2.73;0;0.024
6.4;11.04;0;0.0996
1;7.93;0;0.0708
0;6.01;0;0.054
1;6.48;0;0.0588
0;5.66;0;0.0504
0;5.26;0;0.0468
0;5.02;0;0.0456
0;4.85;0.126;0.0432
0;4.72;0.228;0.042
0;4.61;0.288;0.042
0;4.51;0.354;0.0408
0;4.42;0.402;0.0396
0;4.34;0.426;0.0396
0;4.27;0.426;0.0384
0;4.2;0.402;0.0384
0;4.13;0.354;0.0372
0;4.07;0.288;0.0372
0;4.01;0.228;0.036
0;3.95;0.126;0.036
0;3.9;0;0.0348
0;3.85;0;0.0348
0;3.8;0;0.0348
0;3.75;0;0.0336
0;3.7;0;0.0336
0;3.66;0;0.0324
0;3.62;0;0.0324
0;3.58;0;0.0324
0;3.54;0;0.0324
0;3.5;0;0.0312
0;3.46;0;0.0312
0;3.43;0;0.0312
0;3.39;0.144;0.03
0;3.36;0.258;0.03
0;3.33;0.33;0.03
0;3.3;0.402;0.03
0;3.27;0.456;0.03
0;3.24;0.486;0.0288
0;3.21;0.486;0.0288
0;3.18;0.456;0.0288
0;3.16;0.402;0.0288
0;3.13;0.33;0.0276
0;3.11;0.258;0.0276
0;3.08;0.144;0.0276
0;3.06;0;0.0276
0;3.04;0;0.0276
0;3.02;0;0.0276
0;2.99;0;0.0264
0;2.97;0;0.0264
0;2.95;0;0.0264
0;2.93;0;0.0264
0;2.92;0;0.0264
0;2.9;0;0.0264
0;2.88;0;0.0264
0;2.86;0;0.0252
0;2.85;0;0.0252
0;2.83;0.156;0.0252
0;2.81;0.27;0.0252
0;2.8;0.348;0.0252
0;2.78;0.426;0.0252
0;2.77;0.48;0.0252
0;2.75;0.51;0.0252
0;2.74;0.51;0.0252
0;2.73;0.48;0.024
0;2.71;0.426;0.024
0;2.7;0.348;0.024
0;2.69;0.27;0.024
0;2.68;0.156;0.024
0;2.66;0;0.024
6;10.25;0;0.0924
0.4;6.74;0;0.0612
0;5.34;0;0.048
0;4.8;0;0.0432
0;4.51;0;0.0408
0;4.34;0;0.0396
0;4.21;0;0.0384
0;4.11;0;0.0372
0;4.03;0;0.036
0;3.96;0;0.036
0;3.89;0;0.0348
0;3.84;0.072;0.0348
0;3.78;0.132;0.0336
0;3.73;0.168;0.0336
0;3.68;0.204;0.0336
0;3.64;0.228;0.0324
0;3.59;0.246;0.0324
0;3.55;0.246;0.0324
0;3.51;0.228;0.0312
0;3.47;0.204;0.0312
0;3.44;0.168;0.0312
0;3.4;0.132;0.0312
13.6;26.19;0.072;0.2352
2.6;16.6;0;0.15
1.6;14.19;0;0.1272
0.6;12.38;0;0.1116
0;10.92;0;0.0984
0;10.13;0;0.0912
0;9.59;0;0.0864
0;9.16;0;0.0828
0.2;8.79;0;0.0792
6.6;19.15;0;0.1728
2.4;17.74;0;0.1596
0.4;14.7;0;0.132
0.4;13.59;0;0.1224
1;13.86;0.048;0.1248
0.6;13.43;0.09;0.1212
0.4;12.87;0.114;0.1164
0;11.95;0.138;0.108
0;11.28;0.156;0.102
0;10.74;0.168;0.0972
0.2;10.27;0.168;0.0924
0;9.85;0.156;0.0888
0;9.47;0.138;0.0852
0;9.12;0.114;0.0816
20.2;50.08;0.09;0.4512
1.8;28.93;0.048;0.2604
0.4;23.61;0;0.2124
1.6;23.64;0;0.2124
1.4;23.29;0;0.21
0.4;21.37;0;0.192
0;19.54;0;0.1764
0;18.2;0;0.1644
0;17.1;0;0.1536
0.2;16.14;0;0.1452
0;15.29;0;0.138
0;14.51;0;0.1308
0;13.8;0;0.1248
0;13.15;0;0.1188
0;12.56;0.036;0.1128
0;12;0.066;0.108
0;11.49;0.078;0.1032
0;11.02;0.096;0.0996
0;10.57;0.114;0.0948
0;10.16;0.12;0.0912
0;9.78;0.12;0.0876
0;9.42;0.114;0.0852
0;9.08;0.096;0.0816
0;8.77;0.078;0.0792
0;8.47;0.066;0.0768
0;8.19;0.036;0.0732
0.2;7.93;0;0.0708
0;7.68;0;0.0696
0;7.45;0;0.0672
0;7.23;0;0.0648
0;7.02;0;0.0636
0;6.83;0;0.0612
0;6.64;0;0.06
0;6.47;0;0.0588
0;6.3;0;0.0564
0;6.14;0;0.0552
0;6;0;0.054
0;5.85;0;0.0528
0;5.72;0.096;0.0516
0;5.59;0.174;0.0504
0;5.47;0.222;0.0492
0;5.35;0.276;0.048
0;5.24;0.312;0.0468
0;5.13;0.33;0.0456
0;5.03;0.33;0.0456
0;4.93;0.312;0.0444
0;4.84;0.276;0.0432
0;4.75;0.222;0.0432
0;4.67;0.174;0.042
0;4.59;0.096;0.0408
0;4.51;0;0.0408
0;4.43;0;0.0396
1.2;5.37;0;0.048
0.4;5.47;0;0.0492
0;5.13;0;0.0456
0;4.92;0;0.0444
0;4.76;0;0.0432
0;4.64;0;0.042
0;4.53;0;0.0408
0;4.44;0;0.0396
0;4.36;0;0.0396
0;4.28;0;0.0384
0;4.21;0.084;0.0384
0;4.14;0.144;0.0372
0;4.08;0.186;0.0372
0;4.02;0.228;0.036
0;3.96;0.258;0.036
0;3.9;0.276;0.0348
0;3.85;0.276;0.0348
0;3.8;0.258;0.0348
0;3.75;0.228;0.0336
0;3.71;0.186;0.0336
0;3.66;0.144;0.0324
1;4.4;0.084;0.0396
0.2;4.18;0;0.0372
0;4.02;0;0.036
0;3.92;0;0.0348
0;3.83;0;0.0348
0;3.76;0;0.0336
0;3.7;0;0.0336
0;3.65;0;0.0324
0;3.6;0;0.0324
0;3.55;0;0.0324
0;3.51;0;0.0312
0;3.47;0;0.0312
0.6;3.85;0;0.0348
3.4;7.88;0.102;0.0708
2.4;9.19;0.18;0.0828
2.6;10.52;0.234;0.0948
0;7.81;0.288;0.0708
0;6.87;0.324;0.0624
0;6.4;0.342;0.0576
0;6.1;0.342;0.0552
0;5.88;0.324;0.0528
0.8;6.49;0.288;0.0588
1.2;7.52;0.234;0.0672
0.4;7.24;0.18;0.0648
0.2;6.65;0.102;0.06
0;6.29;0;0.0564
0;6.04;0;0.054
0;5.85;0;0.0528
0;5.68;0;0.0516
0;5.53;0;0.0492
0.2;5.4;0;0.0492
0.2;5.27;0;0.048
0;5.16;0;0.0468
0;5.05;0;0.0456
0;4.95;0;0.0444
0;4.85;0;0.0432
0;4.76;0;0.0432
0;4.67;0.09;0.042
0;4.59;0.156;0.0408
0;4.51;0.198;0.0408
0;4.43;0.246;0.0396
0;4.36;0.276;0.0396
0;4.29;0.294;0.0384
0;4.23;0.294;0.0384
0;4.16;0.276;0.0372
0;4.1;0.246;0.0372
0.2;4.04;0.198;0.036
0.2;3.99;0.156;0.036
0;3.93;0.09;0.0348
0;3.88;0;0.0348
0;3.83;0;0.0348
0;3.78;0;0.0336
0;3.74;0;0.0336
0;3.69;0;0.0336
0;3.65;0;0.0324
0;3.61;0;0.0324
0;3.57;0;0.0324
0;3.53;0;0.0312
0;3.49;0;0.0312
0;3.45;0;0.0312
0;3.42;0;0.0312
0;3.39;0.12;0.03
0;3.35;0.21;0.03
0;3.32;0.27;0.03
0;3.29;0.33;0.03
0;3.26;0.378;0.0288
0;3.23;0.402;0.0288
0;3.21;0.402;0.0288
0;3.18;0.378;0.0288
0;3.15;0.33;0.0288
0;3.13;0.27;0.0276
0;3.1;0.21;0.0276
23.4;47.18;0.12;0.4248
25.2;73.94;0;0.666
6.8;51.29;0;0.462
3;43.9;0;0.3948
1;38.42;0;0.3456
0.4;34.63;0;0.312
0.2;31.38;0;0.282
0;28.87;0;0.2604
0;26.76;0;0.2412
0;24.92;0;0.2244
0.2;23.28;0;0.21
0;21.82;0;0.1968
0.2;20.49;0;0.1848
0;19.29;0.006;0.174
0;18.2;0.006;0.1644
0.2;17.21;0.012;0.1548
0;16.3;0.012;0.1464
2.6;19.18;0.012;0.1728
1.6;19.82;0.012;0.1788
1;19.15;0.012;0.1728
0;17.22;0.012;0.1548
3;20.86;0.012;0.1872
1.6;20.62;0.012;0.186
1.6;20.65;0.006;0.186
1.4;20.42;0.006;0.1836
0.4;18.7;0;0.168
0.4;17.67;0;0.1596
0.4;16.9;0;0.1524
0;15.73;0;0.1416
0;14.8;0;0.1332
0.6;14.75;0;0.1332
0.4;14.38;0;0.1296
0;13.51;0;0.1212
0.4;13.27;0;0.12
0.4;13.03;0;0.1176
0.4;12.77;0;0.1152
0;12.02;0;0.108
0.2;11.41;0.012;0.1032
0;10.89;0.018;0.0984
0;10.43;0.024;0.0936
0;10;0.03;0.09
0;9.62;0.036;0.0864
0;9.26;0.036;0.0828
0;8.92;0.036;0.0804
0;8.61;0.036;0.078
0;8.32;0.03;0.0744
1.8;10.11;0.024;0.0912
0;9.27;0.018;0.084
0;8.72;0.012;0.078
0.6;8.99;0;0.0804
0;8.48;0;0.0768
0.2;8.09;0;0.0732
0;7.78;0;0.0696
0;7.5;0;0.0672
0;7.26;0;0.0648
0;7.03;0;0.0636
0;6.83;0;0.0612
1.8;8.65;0;0.078
0;7.86;0;0.0708
0;7.38;0;0.066
3.4;11.77;0;0.1056
1.2;11.24;0.024;0.1008
0.8;10.65;0.042;0.096
0.4;9.95;0.054;0.09
0.2;9.1;0.066;0.0816
